player.name,player.id,team.abbreviation,period
Grant Hill,255,PHX,1
Channing Frye,101112,PHX,1
Marcin Gortat,101162,PHX,1
Jared Dudley,201162,PHX,1
Steve Nash,959,PHX,1
Kevin Durant,201142,OKC,1
Serge Ibaka,201586,OKC,1
Kendrick Perkins,2570,OKC,1
Thabo Sefolosha,200757,OKC,1
Russell Westbrook,201566,OKC,1
Josh Childress,2735,PHX,2
Robin Lopez,201577,PHX,2
Ronnie Price,101179,PHX,2
Markieff Morris,202693,PHX,2
Shannon Brown,200769,PHX,2
Nick Collison,2555,OKC,2
James Harden,201935,OKC,2
Nazr Mohammed,1737,OKC,2
Daequan Cook,201161,OKC,2
Eric Maynor,201953,OKC,2
Grant Hill,255,PHX,3
Channing Frye,101112,PHX,3
Marcin Gortat,101162,PHX,3
Jared Dudley,201162,PHX,3
Steve Nash,959,PHX,3
Kevin Durant,201142,OKC,3
Serge Ibaka,201586,OKC,3
Kendrick Perkins,2570,OKC,3
Thabo Sefolosha,200757,OKC,3
Russell Westbrook,201566,OKC,3
Robin Lopez,201577,PHX,4
Markieff Morris,202693,PHX,4
Shannon Brown,200769,PHX,4
Hakim Warrick,101124,PHX,4
Sebastian Telfair,2742,PHX,4
Nick Collison,2555,OKC,4
James Harden,201935,OKC,4
Nazr Mohammed,1737,OKC,4
Eric Maynor,201953,OKC,4
Lazar Hayward,202351,OKC,4
