player.name,player.id,team.abbreviation,period
Caron Butler,2406,LAC,1
Blake Griffin,201933,LAC,1
DeAndre Jordan,201599,LAC,1
Chauncey Billups,1497,LAC,1
Chris Paul,101108,LAC,1
Rashard Lewis,1740,WAS,1
Trevor Booker,202344,WAS,1
JaVale McGee,201580,WAS,1
Nick Young,201156,WAS,1
John Wall,202322,WAS,1
Blake Griffin,201933,LAC,2
Mo Williams,2590,LAC,2
Ryan Gomes,101155,LAC,2
Reggie Evans,2501,LAC,2
Randy Foye,200751,LAC,2
Jan Vesely,202686,WAS,2
Chris Singleton,202698,WAS,2
Kevin Seraphin,202338,WAS,2
Jordan Crawford,202348,WAS,2
Shelvin Mack,202714,WAS,2
Caron Butler,2406,LAC,3
Blake Griffin,201933,LAC,3
DeAndre Jordan,201599,LAC,3
Chauncey Billups,1497,LAC,3
Chris Paul,101108,LAC,3
Rashard Lewis,1740,WAS,3
Trevor Booker,202344,WAS,3
JaVale McGee,201580,WAS,3
Nick Young,201156,WAS,3
John Wall,202322,WAS,3
DeAndre Jordan,201599,LAC,4
Mo Williams,2590,LAC,4
Ryan Gomes,101155,LAC,4
Randy Foye,200751,LAC,4
Trey Thompkins,202717,LAC,4
Trevor Booker,202344,WAS,4
Chris Singleton,202698,WAS,4
Kevin Seraphin,202338,WAS,4
Jordan Crawford,202348,WAS,4
Shelvin Mack,202714,WAS,4
