player.name,player.id,team.abbreviation,period
Dorell Wright,2748,GSW,1
David Lee,101135,GSW,1
Ekpe Udoh,202327,GSW,1
Monta Ellis,101145,GSW,1
Stephen Curry,201939,GSW,1
DeShawn Stevenson,2052,DAL,1
Dirk Nowitzki,1717,DAL,1
Tyson Chandler,2199,DAL,1
Rodrigue Beaubois,201958,DAL,1
Jason Kidd,467,DAL,1
Dorell Wright,2748,GSW,2
David Lee,101135,GSW,2
Monta Ellis,101145,GSW,2
Al Thornton,201154,GSW,2
Acie Law,201151,GSW,2
Dirk Nowitzki,1717,DAL,2
J.J. Barea,200826,DAL,2
Peja Stojakovic,978,DAL,2
Jason Terry,1891,DAL,2
Ian Mahinmi,101133,DAL,2
Dorell Wright,2748,GSW,3
David Lee,101135,GSW,3
Ekpe Udoh,202327,GSW,3
Monta Ellis,101145,GSW,3
Stephen Curry,201939,GSW,3
DeShawn Stevenson,2052,DAL,3
Dirk Nowitzki,1717,DAL,3
Tyson Chandler,2199,DAL,3
Rodrigue Beaubois,201958,DAL,3
Jason Kidd,467,DAL,3
Dorell Wright,2748,GSW,4
Ekpe Udoh,202327,GSW,4
Monta Ellis,101145,GSW,4
Al Thornton,201154,GSW,4
Reggie Williams,202130,GSW,4
J.J. Barea,200826,DAL,4
Brian Cardinal,2073,DAL,4
Peja Stojakovic,978,DAL,4
Jason Terry,1891,DAL,4
Ian Mahinmi,101133,DAL,4
