PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,PLAYER_HEIGHT,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GP,PTS,REB,AST,NET_RATING,OREB_PCT,DREB_PCT,USG_PCT,TS_PCT,AST_PCT
1900,Quincy Lewis,1610612762,UTA,25.0,6-7,79.0,215,Minnesota,USA,1999,1,19,36,144,43,36,-1.6,0.023,0.068,0.167,0.474,0.12
1711,Raef LaFrentz,1610612742,DAL,26.0,6-11,83.0,245,Kansas,USA,1998,1,3,78,1051,579,89,-1.0,0.069,0.165,0.197,0.533,0.059
1747,Rafer Alston,1610612749,MIL,25.0,6-2,74.0,171,Fresno State,USA,1998,2,39,50,177,72,143,-5.2,0.017,0.103,0.191,0.434,0.41
1952,Raja Bell,1610612755,PHI,25.0,6-5,77.0,204,Florida International,U.S. Virgin Islands,Undrafted,Undrafted,Undrafted,74,254,111,71,-6.5,0.035,0.088,0.152,0.486,0.141
753,Randy Brown,1610612738,BOS,34.0,6-2,74.0,190,New Mexico State,USA,1991,2,31,1,0,0,2,-43.6,0.0,0.0,0.067,0.0,1.0
988,Randy Livingston,1610612760,SEA,27.0,6-4,76.0,209,Louisiana State,USA,1996,2,42,13,41,25,26,14.5,0.052,0.089,0.155,0.348,0.205
1740,Rashard Lewis,1610612760,SEA,22.0,6-10,82.0,215,None,USA,1998,2,32,71,1195,498,123,6.1,0.057,0.14,0.204,0.564,0.076
739,Rasheed Wallace,1610612757,POR,27.0,6-11,83.0,225,North Carolina,USA,1995,1,4,79,1521,645,152,6.6,0.048,0.179,0.234,0.54,0.09
1725,Rasho Nesterovic,1610612750,MIN,26.0,7-0,84.0,248,None,Slovenia,1998,1,17,82,687,534,75,7.0,0.092,0.153,0.158,0.499,0.049
2237,Ratko Varda,1610612765,DET,23.0,,, ,None,Yugoslavia,Undrafted,Undrafted,Undrafted,1,5,1,0,-8.3,0.0,0.5,0.286,0.727,0.0
951,Ray Allen,1610612749,MIL,26.0,6-5,77.0,205,Connecticut,USA,1996,1,5,69,1503,312,271,1.2,0.034,0.09,0.258,0.598,0.193
397,Reggie Miller,1610612754,IND,36.0,6-7,79.0,195,California-Los Angeles,USA,1987,1,11,79,1304,219,253,-0.4,0.008,0.068,0.18,0.617,0.144
1073,Reggie Slater,1610612737,ATL,31.0,6-7,79.0,255,Wyoming,USA,Undrafted,Undrafted,Undrafted,8,21,9,1,-2.0,0.086,0.108,0.172,0.541,0.038
1888,Richard Hamilton,1610612764,WAS,24.0,6-7,79.0,193,Connecticut,USA,1999,1,7,63,1260,216,171,-0.7,0.034,0.067,0.281,0.511,0.143
2210,Richard Jefferson,1610612751,NJN,22.0,6-7,79.0,222,Arizona,USA,2001,1,13,79,742,293,140,3.3,0.043,0.107,0.189,0.524,0.125
1594,Rick Brunson,1610612757,POR,30.0,6-4,76.0,190,Temple,USA,Undrafted,Undrafted,Undrafted,59,125,69,114,-2.7,0.048,0.088,0.152,0.481,0.336
296,Rick Fox,1610612747,LAL,32.0,6-7,79.0,242,North Carolina,Canada,1991,1,24,82,645,389,283,6.2,0.039,0.127,0.15,0.502,0.174
1729,Ricky Davis,1610612739,CLE,22.0,6-7,79.0,197,Iowa,USA,1998,1,21,82,959,243,178,-4.1,0.034,0.095,0.237,0.539,0.168
109,Robert Horry,1610612747,LAL,31.0,6-10,82.0,235,Alabama,USA,1992,1,11,81,550,479,232,8.5,0.059,0.155,0.127,0.528,0.158
123,Robert Pack,1610612750,MIN,33.0,6-2,74.0,190,Southern California,USA,Undrafted,Undrafted,Undrafted,16,62,23,49,-6.6,0.027,0.064,0.164,0.416,0.316
1714,Robert Traylor,1610612766,CHH,25.0,6-8,80.0,284,Michigan,USA,1998,1,6,61,228,187,37,-3.5,0.1,0.17,0.188,0.473,0.093
393,Rod Strickland,1610612748,MIA,35.0,6-3,75.0,185,DePaul,USA,1988,1,19,76,794,232,463,2.0,0.023,0.081,0.198,0.495,0.347
1934,Rodney Buford,1610612763,MEM,24.0,6-5,77.0,189,Creighton,USA,1999,2,53,63,591,272,71,-9.7,0.03,0.123,0.175,0.47,0.068
915,Rodney Rogers,1610612738,BOS,31.0,6-7,79.0,255,Wake Forest,USA,1993,1,9,77,917,348,111,4.7,0.066,0.116,0.214,0.558,0.101
2206,Rodney White,1610612765,DET,22.0,6-9,81.0,238,North Carolina-Charlotte,USA,2001,1,9,16,56,18,12,7.3,0.018,0.124,0.282,0.423,0.138
1500,Ron Mercer,1610612754,IND,26.0,6-7,79.0,210,Kentucky,USA,1997,1,6,53,735,178,128,-10.6,0.028,0.078,0.242,0.439,0.154
2257,Ruben Boumtje-Boumtje,1610612757,POR,24.0,7-0,84.0,245,Georgetown,USA,2001,2,49,33,39,55,4,-15.8,0.082,0.136,0.103,0.453,0.028
1739,Ruben Patterson,1610612757,POR,26.0,6-5,77.0,224,Cincinnati,USA,1998,2,31,75,839,298,107,3.1,0.089,0.085,0.216,0.567,0.109
1601,Rusty LaRue,1610612762,UTA,28.0,6-3,75.0,185,Wake Forest,USA,Undrafted,Undrafted,Undrafted,33,193,49,71,-6.0,0.021,0.073,0.194,0.482,0.234
1763,Ryan Bowen,1610612743,DEN,26.0,6-9,81.0,227,Iowa,USA,1998,2,55,75,364,299,52,1.8,0.077,0.1,0.101,0.524,0.046
208,Sam Cassell,1610612749,MIL,32.0,6-3,75.0,185,Florida State,USA,1993,1,24,74,1461,312,493,2.4,0.022,0.095,0.266,0.545,0.324
694,Sam Mack,1610612748,MIA,32.0,,, ,Houston,USA,Undrafted,Undrafted,Undrafted,12,40,14,4,1.7,0.013,0.072,0.167,0.384,0.04
417,Sam Mitchell,1610612750,MIN,38.0,6-7,79.0,215,Mercer,USA,1985,3,54,74,244,82,45,2.5,0.025,0.09,0.165,0.491,0.096
955,Samaki Walker,1610612747,LAL,26.0,6-9,81.0,260,Louisville,USA,1996,1,9,69,460,481,64,1.9,0.078,0.203,0.129,0.545,0.057
2223,Samuel Dalembert,1610612755,PHI,22.0,6-11,83.0,250,Seton Hall,Haiti,2001,1,26,34,51,68,5,-5.9,0.131,0.25,0.163,0.44,0.047
1513,Scot Pollard,1610612758,SAC,27.0,6-11,83.0,265,Kansas,USA,1997,1,19,80,509,565,53,8.1,0.096,0.191,0.113,0.59,0.039
1909,Scott Padgett,1610612762,UTA,26.0,6-9,81.0,240,Kentucky,USA,1999,1,28,75,500,285,82,3.2,0.091,0.139,0.173,0.568,0.109
281,Scott Williams,1610612743,DEN,34.0,6-10,82.0,245,North Carolina,USA,Undrafted,Undrafted,Undrafted,41,202,209,13,-10.4,0.102,0.175,0.164,0.43,0.029
937,Scottie Pippen,1610612757,POR,36.0,6-7,79.0,228,Central Arkansas,USA,1987,1,5,62,659,321,363,2.8,0.039,0.131,0.186,0.497,0.283
1752,Sean Marks,1610612748,MIA,26.0,6-10,82.0,250,California,New Zealand,1998,2,44,21,96,75,8,-7.6,0.061,0.177,0.18,0.466,0.046
399,Sean Rooks,1610612746,LAC,32.0,6-10,82.0,260,Arizona,USA,1992,2,30,61,183,124,25,0.0,0.044,0.123,0.14,0.443,0.055
1742,Shammond Williams,1610612760,SEA,27.0,6-1,73.0,201,North Carolina,USA,1998,2,34,50,221,63,83,-2.4,0.028,0.082,0.185,0.526,0.225
1000,Shandon Anderson,1610612752,NYK,28.0,6-6,78.0,210,Georgia,USA,1996,2,54,82,411,249,76,-3.9,0.038,0.12,0.15,0.489,0.083
2203,Shane Battier,1610612763,MEM,23.0,6-8,80.0,220,Duke,USA,2001,1,6,78,1125,418,216,-5.0,0.058,0.078,0.179,0.518,0.116
406,Shaquille O'Neal,1610612747,LAL,30.0,7-1,85.0,315,Louisiana State,USA,1992,1,1,67,1822,715,200,11.8,0.099,0.189,0.314,0.59,0.157
949,Shareef Abdur-Rahim,1610612737,ATL,25.0,6-9,81.0,230,California,USA,1996,1,3,77,1636,696,239,-4.4,0.066,0.171,0.267,0.536,0.152
762,Shawn Bradley,1610612742,DAL,30.0,7-6,90.0,265,Brigham Young,USA,1993,1,2,53,215,176,20,5.7,0.075,0.156,0.132,0.562,0.04
431,Shawn Kemp,1610612757,POR,32.0,6-10,82.0,280,Trinity Valley Community College,USA,1989,1,17,75,454,288,52,-0.2,0.074,0.177,0.2,0.489,0.071
1890,Shawn Marion,1610612756,PHX,24.0,6-7,79.0,215,Nevada-Las Vegas,USA,1999,1,9,81,1547,803,163,0.4,0.067,0.19,0.232,0.518,0.091
1035,Shawnelle Scott,1610612743,DEN,30.0,,, ,St. John's (NY),USA,1994,2,43,21,82,103,8,-4.5,0.172,0.195,0.161,0.489,0.056
2098,Slava Medvedenko,1610612747,LAL,23.0,6-10,82.0,250,None,Ukraine,Undrafted,Undrafted,Undrafted,71,331,158,43,6.9,0.111,0.097,0.223,0.5,0.099
2049,Speedy Claxton,1610612755,PHI,24.0,5-11,71.0,166,Hofstra,USA,2000,1,20,67,480,160,198,-0.5,0.03,0.077,0.176,0.469,0.227
278,Stacey Augmon,1610612766,CHH,33.0,6-8,80.0,213,Nevada-Las Vegas,USA,1991,1,9,77,359,226,103,4.3,0.046,0.122,0.146,0.481,0.128
1536,Stephen Jackson,1610612759,SAS,24.0,6-8,80.0,218,Butler Community College,USA,1997,2,42,23,89,26,11,-4.8,0.013,0.095,0.235,0.452,0.098
950,Stephon Marbury,1610612756,PHX,25.0,6-2,74.0,180,Georgia Tech,USA,1996,1,4,82,1674,266,666,-1.3,0.023,0.061,0.262,0.519,0.355
1883,Steve Francis,1610612745,HOU,25.0,6-3,75.0,195,Maryland,USA,1999,1,2,57,1234,401,362,-1.5,0.045,0.128,0.278,0.517,0.281
1864,Steve Goodrich,1610612751,NJN,26.0,6-10,82.0,220,Princeton,USA,Undrafted,Undrafted,Undrafted,9,5,5,5,-11.3,0.018,0.078,0.126,0.23,0.167
70,Steve Kerr,1610612757,POR,36.0,6-3,75.0,180,Arizona,USA,1988,2,50,65,269,60,63,4.1,0.008,0.07,0.147,0.573,0.134
959,Steve Nash,1610612742,DAL,28.0,6-3,75.0,195,Santa Clara,Canada,1996,1,15,82,1466,254,634,5.5,0.018,0.07,0.223,0.602,0.355
2212,Steven Hunter,1610612753,ORL,20.0,6-10,82.0,224,DePaul,USA,2001,1,15,53,189,97,5,-9.0,0.071,0.102,0.171,0.502,0.016
120,Steven Smith,1610612759,SAS,33.0,6-8,80.0,221,Michigan State,USA,1991,1,5,77,895,193,151,6.6,0.022,0.067,0.178,0.588,0.113
2031,Stromile Swift,1610612763,MEM,22.0,6-9,81.0,225,Louisiana State,USA,2000,1,2,68,803,430,50,-8.8,0.09,0.143,0.216,0.539,0.052
2347,Tang Hamilton,1610612748,MIA,24.0,6-8,80.0,220,Mississippi State,USA,Undrafted,Undrafted,Undrafted,9,20,18,5,-2.1,0.06,0.125,0.1,0.514,0.088
1505,Tariq Abdul-Wahad,1610612742,DAL,27.0,6-6,78.0,223,San Jose State,France,1997,1,11,24,135,84,24,-5.6,0.084,0.104,0.187,0.418,0.09
2242,Terence Morris,1610612745,HOU,23.0,6-9,81.0,221,Maryland,USA,2001,2,33,68,255,211,64,-10.2,0.067,0.123,0.14,0.423,0.096
210,Terrell Brandon,1610612750,MIN,32.0,5-11,71.0,173,Oregon,USA,1991,1,11,32,397,93,264,7.0,0.017,0.075,0.196,0.494,0.387
345,Terry Porter,1610612759,SAS,39.0,6-3,75.0,205,Wisconsin-Stevens Point,USA,1985,1,24,72,399,164,205,14.4,0.01,0.11,0.152,0.558,0.25
689,Theo Ratliff,1610612737,ATL,29.0,6-10,82.0,230,Wyoming,USA,1995,1,18,3,26,16,1,-15.8,0.062,0.125,0.178,0.523,0.024
2357,Tierre Brown,1610612745,HOU,23.0,6-2,74.0,189,McNeese State,USA,Undrafted,Undrafted,Undrafted,40,123,42,70,-17.2,0.026,0.081,0.184,0.483,0.341
1495,Tim Duncan,1610612759,SAS,26.0,7-0,84.0,260,Wake Forest,US Virgin Islands,1997,1,1,82,2089,1042,307,9.2,0.087,0.227,0.289,0.576,0.182
896,Tim Hardaway,1610612743,DEN,35.0,6-0,72.0,195,Texas-El Paso,USA,1989,1,14,68,652,124,278,-0.9,0.009,0.069,0.213,0.492,0.283
1906,Tim James,1610612755,PHI,25.0,,, ,Miami (FL),USA,1999,1,25,9,12,7,1,-21.1,0.104,0.061,0.184,0.384,0.048
1501,Tim Thomas,1610612749,MIL,25.0,6-10,82.0,240,Villanova,USA,1997,1,7,74,869,300,105,1.3,0.034,0.116,0.219,0.522,0.091
1928,Todd MacCulloch,1610612751,NJN,26.0,7-0,84.0,280,Washington,Canada,1999,2,47,62,604,378,78,6.9,0.102,0.141,0.173,0.562,0.078
339,Tom Gugliotta,1610612756,PHX,32.0,6-10,82.0,240,North Carolina State,USA,1992,1,6,44,285,221,77,-1.5,0.052,0.142,0.147,0.449,0.1
389,Toni Kukoc,1610612737,ATL,33.0,6-11,83.0,235,None,Croatia,1990,2,29,59,584,218,209,-1.9,0.029,0.121,0.202,0.511,0.234
1499,Tony Battie,1610612738,BOS,26.0,6-11,83.0,240,Texas Tech,USA,1997,1,5,74,510,481,35,4.2,0.099,0.16,0.125,0.57,0.031
960,Tony Delk,1610612738,BOS,28.0,6-2,74.0,189,Kentucky,USA,1996,1,16,63,597,203,132,4.1,0.037,0.101,0.204,0.473,0.146
763,Tony Massenburg,1610612763,MEM,34.0,6-9,81.0,250,Maryland,USA,1990,2,43,73,403,324,26,-13.3,0.083,0.191,0.169,0.503,0.036
2225,Tony Parker,1610612759,SAS,20.0,6-2,74.0,177,None,France,2001,1,28,77,705,197,334,4.0,0.016,0.071,0.175,0.497,0.237
1503,Tracy McGrady,1610612753,ORL,23.0,6-8,80.0,210,None,USA,1997,1,9,76,1948,596,400,5.1,0.051,0.153,0.31,0.532,0.25
145,Tracy Murray,1610612761,TOR,30.0,6-7,79.0,228,California-Los Angeles,USA,1992,1,18,40,227,53,19,-7.8,0.036,0.081,0.225,0.525,0.074
1892,Trajan Langdon,1610612739,CLE,26.0,6-3,75.0,197,Duke,USA,1999,1,11,44,209,55,60,0.9,0.026,0.089,0.211,0.533,0.221
696,Travis Best,1610612741,CHI,29.0,5-11,71.0,181,Georgia Tech,USA,1995,1,23,74,581,151,324,-3.8,0.012,0.078,0.174,0.511,0.301
969,Travis Knight,1610612752,NYK,27.0,7-0,84.0,235,Connecticut,USA,1996,1,29,49,98,104,8,-9.8,0.105,0.13,0.158,0.401,0.034
1762,Tremaine Fowlkes,1610612746,LAC,26.0,6-8,80.0,220,Fresno State,USA,1998,2,54,22,74,64,17,-7.1,0.089,0.104,0.119,0.477,0.076
2239,Trenton Hassell,1610612741,CHI,23.0,6-5,77.0,200,Austin Peay,USA,2001,2,29,78,681,255,172,-10.6,0.029,0.09,0.159,0.502,0.13
1607,Troy Hudson,1610612753,ORL,26.0,6-1,73.0,170,Southern Illinois,USA,Undrafted,Undrafted,Undrafted,81,950,145,255,-1.9,0.016,0.061,0.249,0.526,0.236
2211,Troy Murphy,1610612744,GSW,22.0,6-11,83.0,245,Notre Dame,USA,2001,1,14,82,480,322,70,-7.3,0.065,0.158,0.168,0.488,0.08
238,Tyrone Hill,1610612739,CLE,34.0,6-9,81.0,250,Xavier,USA,1990,1,11,26,209,274,23,-2.7,0.099,0.254,0.152,0.46,0.043
1838,Tyrone Nesby,1610612764,WAS,26.0,6-6,78.0,245,Nevada-Las Vegas,USA,Undrafted,Undrafted,Undrafted,70,443,318,91,-0.6,0.069,0.15,0.152,0.48,0.099
1731,Tyronn Lue,1610612764,WAS,25.0,6-0,72.0,178,Nebraska,USA,1998,1,23,71,555,122,246,-0.7,0.01,0.072,0.199,0.507,0.293
2199,Tyson Chandler,1610612741,CHI,19.0,7-1,85.0,235,None,USA,2001,1,2,71,436,343,54,-7.1,0.086,0.165,0.162,0.543,0.063
2349,Victor Alexander,1610612765,DET,32.0,6-10,82.0,265,Iowa State,USA,1991,1,17,14,40,29,6,2.6,0.071,0.216,0.269,0.367,0.105
452,Vin Baker,1610612760,SEA,30.0,6-11,83.0,250,Hartford,USA,1993,1,8,55,774,350,72,-1.0,0.101,0.112,0.232,0.517,0.071
1713,Vince Carter,1610612761,TOR,25.0,6-6,78.0,225,North Carolina,USA,1998,1,5,60,1484,313,239,1.5,0.056,0.074,0.295,0.515,0.19
219,Vinny Del Negro,1610612756,PHX,35.0,,, ,North Carolina State,USA,1988,2,29,2,2,0,2,-10.0,0.0,0.0,0.364,0.25,0.667
958,Vitaly Potapenko,1610612738,BOS,27.0,6-10,82.0,285,Wright State,Ukraine,1996,1,12,79,363,347,30,-1.5,0.118,0.132,0.139,0.513,0.038
124,Vlade Divac,1610612758,SAC,34.0,7-1,85.0,260,None,Serbia and Montenegro,1989,1,26,80,888,671,297,10.0,0.085,0.181,0.185,0.513,0.177
2209,Vladimir Radmanovic,1610612760,SEA,21.0,6-10,82.0,234,None,Serbia,2001,1,12,61,407,230,81,3.3,0.038,0.154,0.17,0.528,0.1
1735,Vladimir Stepania,1610612748,MIA,26.0,7-0,84.0,236,None,Georgia,1998,1,27,67,285,270,16,-4.5,0.112,0.205,0.18,0.483,0.033
1907,Vonteego Cummings,1610612755,PHI,26.0,6-3,75.0,190,Pittsburgh,USA,1999,1,26,58,192,52,60,-11.0,0.028,0.081,0.205,0.477,0.23
702,Voshon Lenard,1610612743,DEN,29.0,6-4,76.0,205,Minnesota,USA,1994,2,46,71,813,183,130,-6.1,0.022,0.092,0.243,0.495,0.144
1887,Wally Szczerbiak,1610612750,MIN,25.0,6-7,79.0,244,Miami (OH),USA,1999,1,6,82,1531,391,257,4.5,0.04,0.086,0.214,0.58,0.133
1005,Walt Williams,1610612745,HOU,32.0,6-8,80.0,230,Maryland,USA,1992,1,7,48,450,162,69,-2.8,0.033,0.114,0.19,0.538,0.107
962,Walter McCarty,1610612738,BOS,28.0,6-10,82.0,230,Kentucky,USA,1996,1,19,56,212,128,41,-1.0,0.044,0.132,0.13,0.563,0.097
1917,Wang Zhi-zhi,1610612742,DAL,24.0,7-1,85.0,220,None,China,1999,2,36,55,308,111,22,5.9,0.031,0.155,0.218,0.564,0.063
445,Wesley Person,1610612739,CLE,31.0,6-6,78.0,200,Auburn,USA,1994,1,23,78,1176,294,173,-0.9,0.019,0.089,0.17,0.589,0.103
2226,Will Solomon,1610612763,MEM,23.0,6-1,73.0,185,Clemson,USA,2001,2,32,62,321,68,92,-5.7,0.013,0.063,0.208,0.442,0.189
1895,William Avery,1610612750,MIN,22.0,,, ,Duke,USA,1999,1,14,28,71,24,36,-2.7,0.015,0.073,0.195,0.361,0.217
2216,Zach Randolph,1610612757,POR,20.0,6-9,81.0,270,Michigan State,USA,2001,1,19,41,114,68,13,-2.1,0.13,0.17,0.242,0.479,0.103
1442,Zeljko Rebraca,1610612765,DET,30.0,7-0,84.0,257,None,Yugoslavia,1994,2,54,74,513,290,38,2.8,0.084,0.174,0.213,0.569,0.056
1985,Zendon Hamilton,1610612743,DEN,27.0,6-11,83.0,254,"St. John's, N.Y.",USA,Undrafted,Undrafted,Undrafted,54,324,253,14,-13.4,0.122,0.188,0.196,0.499,0.029
980,Zydrunas Ilgauskas,1610612739,CLE,27.0,7-3,87.0,260,None,Lithuania,1996,1,20,62,690,334,70,-3.3,0.107,0.16,0.27,0.501,0.096
