player.name,player.id,team.abbreviation,period
CJ Miles,101139,IND,1
Paul George,202331,IND,1
Ian Mahinmi,101133,IND,1
Monta Ellis,101145,IND,1
George Hill,201588,IND,1
Gordon Hayward,202330,UTA,1
Trey Lyles,1626168,UTA,1
Derrick Favors,202324,UTA,1
Rodney Hood,203918,UTA,1
Raul Neto,203526,UTA,1
George Hill,201588,IND,2
Jordan Hill,201941,IND,2
Rodney Stuckey,201155,IND,2
Lavoy Allen,202730,IND,2
Chase Budinger,201978,IND,2
Gordon Hayward,202330,UTA,2
Alec Burks,202692,UTA,2
Trevor Booker,202344,UTA,2
Trey Burke,203504,UTA,2
Jeff Withey,203481,UTA,2
CJ Miles,101139,IND,3
Paul George,202331,IND,3
Ian Mahinmi,101133,IND,3
Monta Ellis,101145,IND,3
George Hill,201588,IND,3
Gordon Hayward,202330,UTA,3
Trey Lyles,1626168,UTA,3
Derrick Favors,202324,UTA,3
Rodney Hood,203918,UTA,3
Raul Neto,203526,UTA,3
Monta Ellis,101145,IND,4
Jordan Hill,201941,IND,4
Rodney Stuckey,201155,IND,4
Lavoy Allen,202730,IND,4
Chase Budinger,201978,IND,4
Rodney Hood,203918,UTA,4
Alec Burks,202692,UTA,4
Trevor Booker,202344,UTA,4
Trey Burke,203504,UTA,4
Jeff Withey,203481,UTA,4
CJ Miles,101139,IND,5
Paul George,202331,IND,5
Monta Ellis,101145,IND,5
George Hill,201588,IND,5
Lavoy Allen,202730,IND,5
Gordon Hayward,202330,UTA,5
Derrick Favors,202324,UTA,5
Alec Burks,202692,UTA,5
Trevor Booker,202344,UTA,5
Trey Burke,203504,UTA,5
