PLAYER_NAME,PLAYER_ID,TEAM_ABBREVIATION,PERIOD
Gordon Hayward,202330,UTA,1
Derrick Favors,202324,UTA,1
Rudy Gobert,203497,UTA,1
Rodney Hood,203918,UTA,1
Shelvin Mack,202714,UTA,1
Jae Crowder,203109,BOS,1
Amir Johnson,101161,BOS,1
Jared Sullinger,203096,BOS,1
Avery Bradley,202340,BOS,1
Isaiah Thomas,202738,BOS,1
Derrick Favors,202324,UTA,2
Rodney Hood,203918,UTA,2
Chris Johnson,203187,UTA,2
Trey Lyles,1626168,UTA,2
Raul Neto,203526,UTA,2
Avery Bradley,202340,BOS,2
Evan Turner,202323,BOS,2
Marcus Smart,203935,BOS,2
Tyler Zeller,203092,BOS,2
Jonas Jerebko,201973,BOS,2
Gordon Hayward,202330,UTA,3
Derrick Favors,202324,UTA,3
Rudy Gobert,203497,UTA,3
Rodney Hood,203918,UTA,3
Shelvin Mack,202714,UTA,3
Jae Crowder,203109,BOS,3
Amir Johnson,101161,BOS,3
Jared Sullinger,203096,BOS,3
Avery Bradley,202340,BOS,3
Isaiah Thomas,202738,BOS,3
Gordon Hayward,202330,UTA,4
Rudy Gobert,203497,UTA,4
Shelvin Mack,202714,UTA,4
Chris Johnson,203187,UTA,4
Trey Lyles,1626168,UTA,4
Avery Bradley,202340,BOS,4
Evan Turner,202323,BOS,4
Marcus Smart,203935,BOS,4
Tyler Zeller,203092,BOS,4
Jonas Jerebko,201973,BOS,4
