player.name,player.id,team.abbreviation,period
Josh Smith,2746,DET,1
Greg Monroe,202328,DET,1
Andre Drummond,203083,DET,1
Kentavious Caldwell-Pope,203484,DET,1
Brandon Jennings,201943,DET,1
LeBron James,2544,MIA,1
Shane Battier,2203,MIA,1
Chris Bosh,2547,MIA,1
Dwyane Wade,2548,MIA,1
Mario Chalmers,201596,MIA,1
Andre Drummond,203083,DET,2
Kyle Singler,202713,DET,2
Rodney Stuckey,201155,DET,2
Jonas Jerebko,201973,DET,2
Will Bynum,101198,DET,2
Dwyane Wade,2548,MIA,2
Chris Andersen,2365,MIA,2
Ray Allen,951,MIA,2
Norris Cole,202708,MIA,2
Michael Beasley,201563,MIA,2
Josh Smith,2746,DET,3
Greg Monroe,202328,DET,3
Andre Drummond,203083,DET,3
Kentavious Caldwell-Pope,203484,DET,3
Brandon Jennings,201943,DET,3
LeBron James,2544,MIA,3
Shane Battier,2203,MIA,3
Chris Bosh,2547,MIA,3
Dwyane Wade,2548,MIA,3
Mario Chalmers,201596,MIA,3
Andre Drummond,203083,DET,4
Kyle Singler,202713,DET,4
Rodney Stuckey,201155,DET,4
Jonas Jerebko,201973,DET,4
Will Bynum,101198,DET,4
Chris Bosh,2547,MIA,4
Dwyane Wade,2548,MIA,4
Chris Andersen,2365,MIA,4
Ray Allen,951,MIA,4
Norris Cole,202708,MIA,4
