player.name,player.id,team.abbreviation,period
LeBron James,2544,MIA,1
Shane Battier,2203,MIA,1
Chris Bosh,2547,MIA,1
Ray Allen,951,MIA,1
Mario Chalmers,201596,MIA,1
Josh Smith,2746,DET,1
Greg Monroe,202328,DET,1
Andre Drummond,203083,DET,1
Kentavious Caldwell-Pope,203484,DET,1
Brandon Jennings,201943,DET,1
Chris Bosh,2547,MIA,2
Chris Andersen,2365,MIA,2
Rashard Lewis,1740,MIA,2
Roger Mason Jr.,2427,MIA,2
Norris Cole,202708,MIA,2
Kentavious Caldwell-Pope,203484,DET,2
Jonas Jerebko,201973,DET,2
Charlie Villanueva,101111,DET,2
Josh Harrellson,202725,DET,2
Peyton Siva,203491,DET,2
LeBron James,2544,MIA,3
Shane Battier,2203,MIA,3
Chris Bosh,2547,MIA,3
Ray Allen,951,MIA,3
Mario Chalmers,201596,MIA,3
Josh Smith,2746,DET,3
Greg Monroe,202328,DET,3
Andre Drummond,203083,DET,3
Kentavious Caldwell-Pope,203484,DET,3
Brandon Jennings,201943,DET,3
Chris Bosh,2547,MIA,4
Chris Andersen,2365,MIA,4
Rashard Lewis,1740,MIA,4
Roger Mason Jr.,2427,MIA,4
Norris Cole,202708,MIA,4
Brandon Jennings,201943,DET,4
Kyle Singler,202713,DET,4
Jonas Jerebko,201973,DET,4
Charlie Villanueva,101111,DET,4
Josh Harrellson,202725,DET,4
